Source,Target,Type,Id,Label,Weight
Linda Wilbrecht,Lance J. Kriegsfeld,Undirected,888,,1
Linda Wilbrecht,Markita Landry,Undirected,889,,1
Linda Wilbrecht,Cristopher Niell,Undirected,890,,1
Linda Wilbrecht,David Bannerman,Undirected,891,,1
Linda Wilbrecht,"A Moses Lee, MD PhD",Undirected,892,,1
Pascal Fua,Vincent Lepetit,Undirected,893,,1
Pascal Fua,Mathieu Salzmann,Undirected,894,,1
Pascal Fua,François Fleuret,Undirected,895,,1
Pascal Fua,Kevin Smith,Undirected,896,,1
Pascal Fua,Christoph Strecha,Undirected,897,,1
Pascal Fua,Helge Rhodin,Undirected,898,,1
Pascal Fua,Sabine Süsstrunk,Undirected,899,,1
Pascal Fua,Francesc Moreno-Noguer,Undirected,900,,1
Pascal Fua,Daniel Thalmann,Undirected,901,,1
Pascal Fua,Raquel Urtasun,Undirected,902,,1
Pascal Fua,Slobodan Ilic,Undirected,903,,1
Pascal Fua,Raphael Sznitman,Undirected,904,,1
Pascal Fua,David J Fleet,Undirected,905,,1
Pascal Fua,Olivier Faugeras,Undirected,906,,1
Pascal Fua,Dimitris Samaras,Undirected,907,,1
Pascal Fua,Anne Jorstad,Undirected,908,,1
Pascal Fua,Aurelien Lucchi,Undirected,909,,1
Fred A. Hamprecht,Anna Kreshuk,Undirected,910,,1
Fred A. Hamprecht,Bjoern H Menze,Undirected,911,,1
Fred A. Hamprecht,Bjoern Andres,Undirected,912,,1
Fred A. Hamprecht,Thorsten Beier,Undirected,913,,1
Fred A. Hamprecht,Christoph-Nikolas Straehle,Undirected,914,,1
Fred A. Hamprecht,Carsten Haubold,Undirected,915,,1
Fred A. Hamprecht,Hanno Steen,Undirected,916,,1
Fred A. Hamprecht,Martin Schiegg,Undirected,917,,1
Fred A. Hamprecht,Bernhard Renard,Undirected,918,,1
Fred A. Hamprecht,Judith A. Jebanathirajah Steen,Undirected,919,,1
Fred A. Hamprecht,Bernhard X. Kausler,Undirected,920,,1
Fred A. Hamprecht,Melih Kandemir,Undirected,921,,1
Fred A. Hamprecht,Christoph Sommer,Undirected,922,,1
Fred A. Hamprecht,Jörg Hendrik Kappes,Undirected,923,,1
Fred A. Hamprecht,Michael Hanselmann,Undirected,924,,1
Fred A. Hamprecht,"Xinghua Lou, Ph.D.",Undirected,925,,1
Fred A. Hamprecht,Steffen Wolf,Undirected,926,,1
Fred A. Hamprecht,Adrian Wolny,Undirected,927,,1
Fred A. Hamprecht,Ferran Diego,Undirected,928,,1
Fred A. Hamprecht,Ullrich Köthe,Undirected,929,,1
Ullrich Köthe,Lynton Ardizzone,Undirected,930,,1
Ullrich Köthe,Carsten Rother,Undirected,931,,1
Ullrich Köthe,Christoph-Nikolas Straehle,Undirected,932,,1
Ullrich Köthe,Anna Kreshuk,Undirected,933,,1
Ullrich Köthe,Thorsten Beier,Undirected,934,,1
Ullrich Köthe,Bjoern Andres,Undirected,935,,1
Ullrich Köthe,Jakob Kruse,Undirected,936,,1
Ullrich Köthe,Martin Schiegg,Undirected,937,,1
Ullrich Köthe,Stefan T. Radev,Undirected,938,,1
Ullrich Köthe,Carsten Haubold,Undirected,939,,1
Ullrich Köthe,Lena Maier-Hein,Undirected,940,,1
Ullrich Köthe,Ralf Klessen,Undirected,941,,1
Ullrich Köthe,Stuart Berg,Undirected,942,,1
Ullrich Köthe,Peer Stelldinger,Undirected,943,,1
Ullrich Köthe,Bernhard X. Kausler,Undirected,944,,1
Ullrich Köthe,Christoph Sommer,Undirected,945,,1
Ullrich Köthe,Bernhard Renard,Undirected,946,,1
Ullrich Köthe,Winfried Denk,Undirected,947,,1
Anna Kreshuk,Constantin Pape,Undirected,948,,1
Anna Kreshuk,Adrian Wolny,Undirected,949,,1
Anna Kreshuk,Thorsten Beier,Undirected,950,,1
Anna Kreshuk,Christoph-Nikolas Straehle,Undirected,951,,1
Anna Kreshuk,Stuart Berg,Undirected,952,,1
Anna Kreshuk,Dominik Kutra,Undirected,953,,1
Anna Kreshuk,Alberto Bailoni,Undirected,954,,1
Anna Kreshuk,Martin Schiegg,Undirected,955,,1
Anna Kreshuk,Yannick Schwab,Undirected,956,,1
Anna Kreshuk,Lorenzo Cerrone,Undirected,957,,1
Anna Kreshuk,Steffen Wolf,Undirected,958,,1
Anna Kreshuk,Valentyna Zinchenko,Undirected,959,,1
Anna Kreshuk,Kay Schneitz,Undirected,960,,1
Anna Kreshuk,Athul Vijayan,Undirected,961,,1
Anna Kreshuk,Alexis Maizel,Undirected,962,,1
Anna Kreshuk,Kimberly Meechan,Undirected,963,,1
Anna Kreshuk,Robert Prevedel,Undirected,964,,1
Anne Jorstad,Daniel DeMenthon,Undirected,965,,1
Anne Jorstad,Philippe Burlina,Undirected,966,,1
Anne Jorstad,Corrado Calì,Undirected,967,,1
Anne Jorstad,João Martins,Undirected,968,,1
Anne Jorstad,Rachel Heyard,Undirected,969,,1
Anne Jorstad,Matthias Egger,Undirected,970,,1
Anne Jorstad,David W. Jacobs,Undirected,971,,1
Anne Jorstad,Carlos Becker,Undirected,972,,1
Anne Jorstad,Ngo Tien Dat,Undirected,973,,1
Anne Jorstad,Alain Trouvé,Undirected,974,,1
Anne Jorstad,I-Jeng Wang,Undirected,975,,1
Aurelien Lucchi,Thomas Hofmann,Undirected,976,,1
Aurelien Lucchi,Kevin Smith,Undirected,977,,1
Aurelien Lucchi,Radhakrishna Achanta,Undirected,978,,1
Aurelien Lucchi,Sabine Süsstrunk,Undirected,979,,1
Aurelien Lucchi,Antonio Orvieto,Undirected,980,,1
Aurelien Lucchi,Jonas Kohler,Undirected,981,,1
Aurelien Lucchi,hadi daneshmand,Undirected,982,,1
Aurelien Lucchi,Stefan Woerner,Undirected,983,,1
Aurelien Lucchi,Martin Jaggi,Undirected,984,,1
Aurelien Lucchi,Christa Zoufal,Undirected,985,,1
Aurelien Lucchi,Yunpeng Li,Undirected,986,,1
Aurelien Lucchi,Jan Dirk Wegner,Undirected,987,,1
Aurelien Lucchi,Sebastian Nowozin,Undirected,988,,1
Aurelien Lucchi,Kevin Roth,Undirected,989,,1
Aurelien Lucchi,Brian McWilliams,Undirected,990,,1
Aurelien Lucchi,Leonard Adolphs,Undirected,991,,1
Aurelien Lucchi,Francis Bach,Undirected,992,,1
Aurelien Lucchi,Kfir Yehuda Levy,Undirected,993,,1
